epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
145,1907.22,0.78183,0.50201,0.00706,0.76729,0.72348,0.79075,0.5868,1.09023,0.92364,0.01589,0.000478762,0.000478762,0.000478762
146,1920.18,0.83593,0.57582,0.00757,0.76444,0.7381,0.79804,0.58591,1.08644,0.90797,0.01562,0.000470511,0.000470511,0.000470511
147,1932.98,0.80366,0.52738,0.00725,0.80785,0.70833,0.79904,0.58932,1.06277,0.93873,0.01484,0.000462259,0.000462259,0.000462259
148,1945.8,0.83942,0.5832,0.00765,0.8227,0.68953,0.7992,0.59,1.04766,0.91392,0.01462,0.000454007,0.000454007,0.000454007
149,1958.59,0.78165,0.53855,0.00724,0.81597,0.68939,0.79698,0.58727,1.0474,0.92955,0.01509,0.000445756,0.000445756,0.000445756
150,1971.52,0.78893,0.50708,0.00694,0.802,0.72395,0.80437,0.59108,1.05536,0.90685,0.01529,0.000437504,0.000437504,0.000437504
151,1984.2,0.79236,0.53171,0.00724,0.79712,0.74116,0.8069,0.59992,1.04624,0.89464,0.01484,0.000429253,0.000429253,0.000429253
152,1997.92,0.81135,0.52804,0.00694,0.81818,0.72232,0.80778,0.6005,1.03649,0.90214,0.01502,0.000421001,0.000421001,0.000421001
153,2011.59,0.82401,0.55821,0.00758,0.76689,0.72695,0.79067,0.58479,1.06863,0.93783,0.01531,0.000412749,0.000412749,0.000412749
154,2024.09,0.81145,0.54541,0.0075,0.80264,0.69276,0.78703,0.58099,1.07644,0.96362,0.0155,0.000404498,0.000404498,0.000404498
155,2036.89,0.81113,0.54397,0.00727,0.79103,0.74116,0.79645,0.59112,1.05016,0.93711,0.01463,0.000396246,0.000396246,0.000396246
156,2049.77,0.82923,0.57203,0.00756,0.85291,0.71965,0.80699,0.59877,1.05476,0.91864,0.01461,0.000387994,0.000387994,0.000387994
157,2065.02,0.78058,0.5291,0.00705,0.80009,0.72664,0.80578,0.59871,1.07467,0.90456,0.01494,0.000379743,0.000379743,0.000379743
158,2077.67,0.78242,0.52883,0.00727,0.82812,0.70581,0.79657,0.59507,1.06286,0.92257,0.01466,0.000371491,0.000371491,0.000371491
159,2090.38,0.81964,0.56852,0.00737,0.81534,0.70693,0.79221,0.59271,1.05799,0.92514,0.0145,0.000363239,0.000363239,0.000363239
160,2102.99,0.80699,0.5483,0.00722,0.80723,0.73359,0.80068,0.60102,1.05714,0.93662,0.01485,0.000354988,0.000354988,0.000354988
161,2116.6,0.78767,0.52374,0.00674,0.81862,0.72291,0.80407,0.60184,1.04734,0.94621,0.01487,0.000346736,0.000346736,0.000346736
162,2130.23,0.79475,0.52725,0.00726,0.80213,0.71882,0.79709,0.59408,1.05201,0.96687,0.01461,0.000338484,0.000338484,0.000338484
163,2142.86,0.81489,0.54705,0.0073,0.77277,0.72309,0.78685,0.59097,1.05497,0.94685,0.01493,0.000330233,0.000330233,0.000330233
164,2155.64,0.80451,0.53338,0.00716,0.79107,0.74146,0.7935,0.59386,1.05753,0.91152,0.015,0.000321981,0.000321981,0.000321981
165,2168.22,0.79176,0.52745,0.00713,0.7959,0.73261,0.7942,0.59921,1.03954,0.92574,0.01435,0.000313729,0.000313729,0.000313729
166,2180.8,0.76865,0.50388,0.00671,0.77558,0.75612,0.79659,0.59728,1.02721,0.94006,0.01438,0.000305478,0.000305478,0.000305478
167,2193.59,0.76068,0.48916,0.00679,0.81884,0.71725,0.79875,0.59991,1.03414,0.94715,0.01465,0.000297226,0.000297226,0.000297226
168,2206.5,0.75491,0.48775,0.00653,0.79437,0.72854,0.8021,0.60149,1.02417,0.95404,0.01491,0.000288974,0.000288974,0.000288974
169,2220.01,0.78432,0.51307,0.00718,0.7504,0.76617,0.80354,0.60092,1.02063,0.95158,0.0143,0.000280723,0.000280723,0.000280723
170,2233.26,0.76966,0.49289,0.00674,0.77736,0.73737,0.7946,0.59423,1.02851,0.94365,0.01466,0.000272471,0.000272471,0.000272471
171,2246.81,0.73573,0.48104,0.00668,0.7638,0.75134,0.79645,0.59501,1.03066,0.93271,0.01414,0.00026422,0.00026422,0.00026422
172,2260.1,0.77635,0.50093,0.00712,0.78753,0.71962,0.80179,0.59784,1.02944,0.9169,0.01451,0.000255968,0.000255968,0.000255968
173,2273.64,0.76414,0.49291,0.00634,0.79174,0.73807,0.80798,0.60963,1.01413,0.88953,0.01391,0.000247716,0.000247716,0.000247716
