epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
103,3419.68,0.86622,0.61787,0.00905,0.79805,0.70305,0.78794,0.56619,1.12945,0.9436,0.01727,0.000825332,0.000825332,0.000825332
104,3456.64,0.87469,0.64031,0.00922,0.8095,0.68424,0.77049,0.54589,1.13665,1.05197,0.01766,0.00081708,0.00081708,0.00081708
105,3495.47,0.88514,0.63114,0.00924,0.75782,0.74407,0.78233,0.55129,1.1452,0.99052,0.01795,0.000808828,0.000808828,0.000808828
106,3533.31,0.85881,0.61144,0.00901,0.75233,0.72551,0.78125,0.55734,1.12376,0.99556,0.01791,0.000800577,0.000800577,0.000800577
107,3565.72,0.89518,0.67502,0.00864,0.75581,0.74665,0.78533,0.55405,1.15389,0.98879,0.01853,0.000792325,0.000792325,0.000792325
108,3597.87,0.86821,0.60426,0.00882,0.8172,0.6988,0.80097,0.56085,1.12584,0.94119,0.0178,0.000784073,0.000784073,0.000784073
109,3630.02,0.86813,0.59243,0.00831,0.76167,0.73717,0.78068,0.55235,1.12433,0.96028,0.01698,0.000775822,0.000775822,0.000775822
110,3662.31,0.85684,0.59939,0.00868,0.80714,0.7073,0.78397,0.57837,1.06997,0.95316,0.01629,0.00076757,0.00076757,0.00076757
111,3695.91,0.89469,0.62928,0.00875,0.70769,0.73864,0.77107,0.55397,1.09701,0.95591,0.01731,0.000759318,0.000759318,0.000759318
112,3727.95,0.86583,0.59776,0.0085,0.81644,0.66019,0.77047,0.55162,1.0759,0.96301,0.01633,0.000751067,0.000751067,0.000751067
113,3759.8,0.86726,0.5776,0.00907,0.76337,0.7405,0.79804,0.57862,1.07895,0.9199,0.01733,0.000742815,0.000742815,0.000742815
114,3793.36,0.86467,0.60064,0.00855,0.77882,0.73564,0.80223,0.57444,1.09902,0.89608,0.01709,0.000734564,0.000734564,0.000734564
115,3825.43,0.83225,0.57002,0.00821,0.75971,0.73737,0.79212,0.57703,1.07778,0.97156,0.01609,0.000726312,0.000726312,0.000726312
116,3857.27,0.86269,0.606,0.00819,0.79844,0.72047,0.78039,0.55884,1.07773,1.05363,0.01588,0.00071806,0.00071806,0.00071806
117,3889.33,0.87835,0.6203,0.00888,0.79947,0.72244,0.78595,0.56662,1.07015,0.99258,0.01629,0.000709809,0.000709809,0.000709809
118,3921.24,0.86101,0.59681,0.00892,0.79075,0.72222,0.79115,0.58013,1.06727,0.98421,0.01697,0.000701557,0.000701557,0.000701557
119,3954.74,0.82161,0.56876,0.00801,0.78843,0.73422,0.80275,0.58372,1.0769,0.91565,0.01748,0.000693305,0.000693305,0.000693305
120,3988.16,0.82644,0.55541,0.00831,0.74307,0.74331,0.77368,0.57087,1.06696,0.92141,0.01681,0.000685054,0.000685054,0.000685054
121,4024.38,0.87586,0.61597,0.00863,0.73295,0.73697,0.77034,0.55264,1.12442,0.92939,0.01787,0.000676802,0.000676802,0.000676802
