epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
164,1131.47,0.88046,0.62825,0.00805,0.77708,0.70076,0.76922,0.56163,1.13167,1.02424,0.01534,0.000321981,0.000321981,0.000321981
165,1138.06,0.8366,0.58704,0.00746,0.7452,0.72807,0.77657,0.56579,1.12426,1.03346,0.01552,0.000313729,0.000313729,0.000313729
166,1145.12,0.84745,0.59883,0.00762,0.77447,0.71635,0.78323,0.56969,1.12195,1.00573,0.01532,0.000305478,0.000305478,0.000305478
167,1152.45,0.85631,0.60767,0.00762,0.73919,0.74495,0.78221,0.57214,1.11281,1.00522,0.01541,0.000297226,0.000297226,0.000297226
168,1160.79,0.86816,0.60864,0.00785,0.7927,0.70328,0.7793,0.56515,1.11151,1.03928,0.01548,0.000288974,0.000288974,0.000288974
169,1167.62,0.8152,0.54891,0.00759,0.78215,0.71212,0.76872,0.56237,1.125,1.04608,0.01573,0.000280723,0.000280723,0.000280723
170,1174.28,0.82518,0.57762,0.0076,0.79192,0.69798,0.76538,0.55782,1.13622,1.07339,0.01579,0.000272471,0.000272471,0.000272471
171,1180.8,0.83602,0.60461,0.00785,0.78442,0.7047,0.76753,0.56622,1.10672,1.04937,0.01572,0.00026422,0.00026422,0.00026422
172,1187.47,0.86121,0.61349,0.00749,0.80698,0.68538,0.76787,0.57336,1.10484,1.03266,0.01546,0.000255968,0.000255968,0.000255968
173,1195.2,0.84915,0.62009,0.00798,0.77061,0.70202,0.76925,0.56431,1.12959,1.04033,0.01599,0.000247716,0.000247716,0.000247716
174,1201.78,0.83825,0.58678,0.00765,0.79419,0.69907,0.77749,0.56215,1.12431,1.04591,0.01577,0.000239465,0.000239465,0.000239465
175,1208.57,0.84497,0.5979,0.0078,0.76278,0.73882,0.77772,0.56901,1.10789,1.04001,0.01557,0.000231213,0.000231213,0.000231213
176,1217.25,0.85956,0.60644,0.00742,0.74691,0.72887,0.77021,0.56344,1.10762,1.06131,0.01539,0.000222961,0.000222961,0.000222961
177,1223.85,0.83777,0.58373,0.00753,0.79757,0.7015,0.77534,0.56719,1.09687,1.03413,0.01528,0.00021471,0.00021471,0.00021471
178,1230.44,0.83903,0.57516,0.00719,0.80743,0.6762,0.77186,0.56142,1.10104,1.05776,0.015,0.000206458,0.000206458,0.000206458
179,1238.06,0.81754,0.55648,0.00727,0.77736,0.70533,0.76714,0.55922,1.10041,1.0753,0.01514,0.000198206,0.000198206,0.000198206
