epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
86,2377.74,0.95497,0.71336,0.01026,0.75701,0.68621,0.7567,0.5142,1.22246,1.01717,0.01781,0.00096561,0.00096561,0.00096561
87,2404.2,0.96985,0.72212,0.01012,0.76725,0.67551,0.75978,0.52279,1.16379,0.98595,0.01756,0.000957358,0.000957358,0.000957358
88,2430.59,0.96967,0.72698,0.01011,0.75099,0.70076,0.77319,0.52315,1.22439,0.97356,0.01995,0.000949106,0.000949106,0.000949106
89,2456.66,0.98381,0.71352,0.01022,0.79681,0.69571,0.77869,0.52703,1.26458,0.97454,0.02027,0.000940855,0.000940855,0.000940855
90,2483.06,0.97861,0.70606,0.01063,0.78633,0.70171,0.77683,0.5433,1.20911,0.97985,0.01884,0.000932603,0.000932603,0.000932603
91,2512.28,0.98207,0.73918,0.01006,0.77262,0.67594,0.76125,0.52096,1.19413,1.03024,0.0196,0.000924352,0.000924352,0.000924352
92,2539.45,0.97609,0.7089,0.00999,0.76332,0.67717,0.76314,0.53582,1.1864,1.03927,0.01952,0.0009161,0.0009161,0.0009161
93,2566.58,0.96852,0.71505,0.00985,0.74862,0.69444,0.74583,0.53062,1.13732,1.12823,0.01751,0.000907848,0.000907848,0.000907848
94,2595.74,0.94571,0.68403,0.0098,0.75217,0.70397,0.75352,0.52411,1.16146,0.9339,0.01813,0.000899597,0.000899597,0.000899597
95,2623.96,0.93387,0.65348,0.00989,0.7721,0.67424,0.76948,0.54655,1.1126,0.96963,0.01782,0.000891345,0.000891345,0.000891345
96,2650.88,0.95614,0.70656,0.00961,0.76592,0.69361,0.76641,0.53754,1.15509,1.01472,0.01731,0.000883093,0.000883093,0.000883093
97,2676.48,0.9455,0.68782,0.00985,0.75762,0.67172,0.75909,0.53028,1.16964,1.03762,0.01865,0.000874842,0.000874842,0.000874842
98,2702.78,0.94452,0.70755,0.00978,0.74012,0.7351,0.77373,0.52697,1.22158,1.01461,0.01957,0.00086659,0.00086659,0.00086659
99,2729.11,0.94675,0.684,0.0096,0.70308,0.72348,0.76552,0.50654,1.23173,1.08196,0.02162,0.000858338,0.000858338,0.000858338
100,2754.46,0.89807,0.63138,0.00911,0.78743,0.69218,0.77736,0.54916,1.18509,0.99992,0.01837,0.000850087,0.000850087,0.000850087
101,2781.26,0.91245,0.66981,0.00899,0.70926,0.72222,0.76397,0.541,1.13823,1.01773,0.01781,0.000841835,0.000841835,0.000841835
102,2807.05,0.94738,0.70735,0.00961,0.78726,0.70042,0.76869,0.53591,1.15462,0.9838,0.0187,0.000833583,0.000833583,0.000833583
103,2832.22,0.89085,0.6185,0.00905,0.74766,0.74391,0.77059,0.54401,1.13015,0.96692,0.01752,0.000825332,0.000825332,0.000825332
104,2857.09,0.90841,0.65709,0.00935,0.75209,0.71078,0.78378,0.55632,1.11293,0.94468,0.01714,0.00081708,0.00081708,0.00081708
105,2881.4,0.90071,0.63389,0.0091,0.78426,0.71086,0.78455,0.56513,1.08949,0.97129,0.01629,0.000808828,0.000808828,0.000808828
106,2907.46,0.88166,0.60642,0.00903,0.82288,0.70017,0.81554,0.57889,1.12764,0.92062,0.01789,0.000800577,0.000800577,0.000800577
107,2936.84,0.89344,0.61775,0.00926,0.74018,0.76389,0.81163,0.57804,1.07875,0.92328,0.01648,0.000792325,0.000792325,0.000792325
108,2964.3,0.91756,0.64134,0.0093,0.78427,0.72753,0.79705,0.57031,1.11223,0.95355,0.01665,0.000784073,0.000784073,0.000784073
109,2992.03,0.89643,0.61464,0.00918,0.80314,0.70382,0.77645,0.55602,1.11629,0.96833,0.01723,0.000775822,0.000775822,0.000775822
110,3018.64,0.8864,0.61026,0.00933,0.7196,0.74495,0.76925,0.55122,1.10471,0.97927,0.01677,0.00076757,0.00076757,0.00076757
111,3046.37,0.90881,0.64193,0.0094,0.79681,0.7181,0.78217,0.56179,1.05761,0.95515,0.0154,0.000759318,0.000759318,0.000759318
112,3074.03,0.89905,0.60889,0.00869,0.79066,0.68253,0.77304,0.55107,1.09116,0.95836,0.01651,0.000751067,0.000751067,0.000751067
113,3099.48,0.86657,0.62481,0.00935,0.75384,0.74495,0.78509,0.56761,1.09138,0.97427,0.01602,0.000742815,0.000742815,0.000742815
114,3125.19,0.8595,0.59228,0.00892,0.76679,0.7388,0.78589,0.56483,1.05772,0.93509,0.01588,0.000734564,0.000734564,0.000734564
115,3150.15,0.86416,0.58927,0.00864,0.7358,0.72854,0.77284,0.54968,1.08863,0.98552,0.01663,0.000726312,0.000726312,0.000726312
116,3174.44,0.87086,0.61055,0.0084,0.75069,0.73046,0.78207,0.55973,1.09382,0.99391,0.01663,0.00071806,0.00071806,0.00071806
117,3198.86,0.87179,0.60878,0.00895,0.76772,0.74207,0.80507,0.57336,1.11648,0.93898,0.01749,0.000709809,0.000709809,0.000709809
