epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
182,3112.36,0.73487,0.46105,0.0065,0.85695,0.72842,0.81978,0.62602,0.98798,0.86258,0.01325,0.000173451,0.000173451,0.000173451
183,3128.28,0.70518,0.44481,0.00603,0.8259,0.75614,0.82295,0.63007,0.97697,0.8518,0.01294,0.0001652,0.0001652,0.0001652
184,3144.4,0.74596,0.46758,0.00656,0.8617,0.72202,0.81767,0.62945,0.96837,0.86685,0.01307,0.000156948,0.000156948,0.000156948
185,3160.43,0.74231,0.48693,0.00643,0.85752,0.73279,0.82075,0.63037,0.97221,0.87122,0.01282,0.000148696,0.000148696,0.000148696
186,3176.29,0.70776,0.44619,0.00615,0.85151,0.73864,0.8212,0.62831,0.97759,0.87054,0.01302,0.000140445,0.000140445,0.000140445
187,3192.47,0.75197,0.49714,0.00688,0.85191,0.73611,0.82109,0.62367,0.98326,0.88962,0.0135,0.000132193,0.000132193,0.000132193
188,3208.68,0.71798,0.44855,0.00616,0.83467,0.75989,0.81918,0.62485,0.96401,0.89486,0.01295,0.000123941,0.000123941,0.000123941
189,3224.82,0.72386,0.45857,0.00632,0.84469,0.73123,0.82077,0.62595,0.97631,0.86725,0.01319,0.00011569,0.00011569,0.00011569
190,3240.72,0.73489,0.4563,0.00601,0.8432,0.72934,0.81739,0.62345,0.98278,0.88973,0.01318,0.000107438,0.000107438,0.000107438
191,3281.01,0.6352,0.37544,0.00819,0.81272,0.76641,0.80894,0.61144,0.99586,0.87434,0.0135,9.91865e-05,9.91865e-05,9.91865e-05
192,3296.72,0.60783,0.35422,0.00761,0.84372,0.73418,0.80281,0.6058,0.99677,0.89498,0.01363,9.09349e-05,9.09349e-05,9.09349e-05
193,3312.45,0.63789,0.35311,0.00754,0.82992,0.73778,0.79805,0.61096,0.99429,0.89316,0.01413,8.26832e-05,8.26832e-05,8.26832e-05
194,3328.24,0.62988,0.35334,0.0077,0.8025,0.76136,0.80401,0.61575,0.97848,0.88175,0.01371,7.44316e-05,7.44316e-05,7.44316e-05
195,3344.1,0.62271,0.3407,0.00765,0.7874,0.78365,0.80303,0.62029,0.96666,0.89671,0.01334,6.61799e-05,6.61799e-05,6.61799e-05
196,3360.05,0.59301,0.33361,0.00731,0.78445,0.77863,0.8032,0.61592,0.97063,0.90312,0.0133,5.79283e-05,5.79283e-05,5.79283e-05
197,3376.01,0.59366,0.33891,0.00717,0.85737,0.72017,0.80161,0.6145,0.97262,0.9115,0.01344,4.96766e-05,4.96766e-05,4.96766e-05
198,3391.96,0.58344,0.32507,0.00724,0.77492,0.77284,0.80116,0.61385,0.96927,0.90619,0.01331,4.1425e-05,4.1425e-05,4.1425e-05
199,3407.86,0.59766,0.33196,0.00702,0.77438,0.78347,0.80372,0.61388,0.97015,0.90592,0.01334,3.31733e-05,3.31733e-05,3.31733e-05
200,3423.56,0.59132,0.3303,0.00721,0.78171,0.77624,0.80296,0.61573,0.96823,0.89963,0.01328,2.49217e-05,2.49217e-05,2.49217e-05
